Well,Cycle,Time,Object Index,Area [um^2],Area [%],Perimeter [um],Form factor,Extent,Compactness,Eccentricity,Characteristic RI,Characteristic dry mass density [pg / um^3],Dry mass [pg],Granularity
A1,181,09:00:17,11,780.6,1.28572,262.793,0.14204,0.420872,7.04026,0.746198,1.34155,0.0577624,144.286,14.7811
A1,181,09:00:17,12,499.88,0.82335,206.2,0.147741,0.471656,6.76862,0.714308,1.34146,0.0573027,91.6623,15.7575
A1,181,09:00:17,13,1073.76,1.76858,241.737,0.230904,0.529561,4.33081,0.826119,1.34233,0.0616379,211.79,14.4907
A1,181,09:00:17,14,928.8,1.52982,297.446,0.131921,0.535801,7.58028,0.91162,1.34155,0.0577678,171.695,15.7758
A1,181,09:00:17,15,273.36,0.45025,126.38,0.215073,0.520289,4.64958,0.937154,1.34505,0.0752483,65.8236,8.86988
A1,181,09:00:17,16,533.0,0.877902,160.762,0.259163,0.530834,3.85858,0.603111,1.34298,0.0649054,110.703,14.9886
A1,181,09:00:17,17,505.48,0.832573,156.01,0.26098,0.579041,3.8317,0.707796,1.34345,0.0672446,108.77,9.49329
A1,181,09:00:17,18,630.16,1.03793,212.323,0.175658,0.323544,5.69289,0.963418,1.34372,0.0686139,138.361,10.9772
A1,181,09:00:17,19,559.56,0.921648,194.119,0.186603,0.494224,5.35896,0.541989,1.34339,0.0669725,119.92,14.2596
A1,181,09:00:17,20,980.2,1.61448,261.289,0.18042,0.570813,5.54263,0.919189,1.34643,0.0821657,257.724,8.54344
A1,181,09:00:17,21,451.84,0.744223,134.951,0.311776,0.565818,3.20743,0.73394,1.34245,0.0622727,90.0393,10.3405
A1,181,09:00:17,22,561.12,0.924218,154.014,0.297267,0.53809,3.36397,0.6478,1.34565,0.0782587,140.52,13.9986
A1,181,09:00:17,23,603.4,0.993857,193.464,0.202589,0.535689,4.93609,0.584481,1.34342,0.0671249,129.61,11.6851
A1,181,09:00:17,24,480.24,0.791001,134.676,0.332725,0.510459,3.00549,0.643225,1.34399,0.0699526,107.501,10.9697
A1,181,09:00:17,25,961.32,1.58339,236.271,0.2164,0.598282,4.62107,0.524809,1.34206,0.0602803,185.436,13.5858
A1,181,09:00:17,26,292.6,0.48194,124.196,0.23838,0.572289,4.19497,0.848892,1.34623,0.0811283,75.962,13.1214
A1,181,09:00:17,27,614.32,1.01184,164.637,0.284805,0.610219,3.51117,0.571218,1.34277,0.0638593,125.536,11.9308
A1,181,09:00:17,28,326.8,0.538271,93.9176,0.465584,0.700987,2.14784,0.161947,1.35133,0.106665,111.546,10.3429
A1,181,09:00:17,29,1053.56,1.73531,270.606,0.180798,0.43826,5.53102,0.797351,1.34133,0.0566439,190.969,12.2823
A1,181,09:00:17,30,824.52,1.35806,267.15,0.145178,0.538142,6.88811,0.899902,1.34163,0.0581582,153.448,10.5879
A1,181,09:00:17,31,691.24,1.13854,204.41,0.20789,0.523286,4.81024,0.888461,1.34375,0.0687725,152.123,12.6562
A1,181,09:00:17,32,907.64,1.49497,249.975,0.182528,0.480131,5.4786,0.888307,1.34156,0.0578235,167.945,15.6971
A1,181,09:00:17,33,668.72,1.10145,186.925,0.240502,0.556413,4.15797,0.404252,1.34458,0.0728873,155.972,11.9723
A1,181,09:00:17,34,1006.12,1.65718,260.337,0.186546,0.480037,5.3606,0.73271,1.34194,0.0596803,192.146,11.6091
A1,181,09:00:17,35,689.44,1.13557,182.925,0.258917,0.499449,3.86225,0.900669,1.34179,0.0589335,130.02,13.3484
A1,181,09:00:17,36,409.92,0.675177,165.098,0.188985,0.603107,5.29143,0.832672,1.34334,0.0667194,87.5188,10.5555
A1,181,09:00:17,37,1983.64,3.26724,412.506,0.146492,0.537048,6.82633,0.758401,1.34011,0.0505727,321.018,14.1262
A1,181,09:00:17,38,645.04,1.06244,207.299,0.188626,0.568818,5.3015,0.814618,1.34264,0.063197,130.447,11.9035
A1,181,09:00:17,39,864.24,1.42349,223.302,0.217801,0.491313,4.59134,0.803462,1.34079,0.0539312,149.15,12.6257
A1,181,09:00:17,40,713.96,1.17596,187.976,0.25391,0.594729,3.93841,0.572506,1.34283,0.0641672,146.601,14.5365
A1,181,09:00:17,41,372.36,0.613312,113.66,0.362211,0.636513,2.76082,0.716921,1.34187,0.0593522,70.7212,12.9464
A1,181,09:00:17,42,441.8,0.727686,145.371,0.262712,0.645529,3.80645,0.568698,1.34313,0.0656699,92.8414,13.6837
A1,181,09:00:17,43,157.36,0.259187,82.7281,0.288933,0.531981,3.461,0.859784,1.35459,0.122931,61.9024,2.58054
A1,182,09:03:17,1,998.56,1.64472,278.173,0.162164,0.584911,6.16659,0.960457,1.3414,0.0569764,182.062,15.0142
A1,182,09:03:17,2,432.88,0.712994,150.144,0.241303,0.599623,4.14417,0.916313,1.34233,0.0616669,85.422,14.7666
A1,182,09:03:17,3,800.56,1.3186,195.598,0.26295,0.740765,3.803,0.372944,1.34189,0.059453,152.306,15.3101
A1,182,09:03:17,4,913.28,1.50426,300.152,0.127389,0.530028,7.84996,0.881293,1.34079,0.0539566,157.688,16.4543
A1,182,09:03:17,5,772.48,1.27235,202.832,0.235953,0.474205,4.23813,0.902887,1.34267,0.0633594,156.62,13.3613
A1,182,09:03:17,6,364.6,0.600531,185.228,0.133541,0.489265,7.48835,0.850353,1.34307,0.0653429,76.2369,12.8618
A1,182,09:03:17,7,320.96,0.528652,90.4904,0.492557,0.707459,2.03022,0.391997,1.35923,0.146141,150.097,7.37073
A1,182,09:03:17,8,941.32,1.55044,284.181,0.146473,0.504783,6.82721,0.845277,1.34099,0.0549671,165.573,15.5323
A1,182,09:03:17,9,814.64,1.34179,222.041,0.207639,0.622871,4.81606,0.513476,1.34152,0.0575989,150.152,16.6966
A1,182,09:03:17,10,756.48,1.24599,255.704,0.145389,0.381922,6.8781,0.90358,1.34289,0.0644275,155.962,13.6168
A1,182,09:03:17,11,779.2,1.28342,272.001,0.132348,0.42952,7.55584,0.783842,1.34144,0.0572077,142.644,14.9743
A1,182,09:03:17,12,473.16,0.779339,172.837,0.199041,0.617573,5.02409,0.652477,1.34155,0.0577263,87.4041,16.1595
A1,182,09:03:17,13,1110.0,1.82828,244.776,0.232806,0.549744,4.29542,0.827734,1.34205,0.0602443,213.988,15.8303
A1,182,09:03:17,14,1058.36,1.74322,383.34,0.0905053,0.439774,11.0491,0.911843,1.34128,0.0564227,191.09,15.559
A1,182,09:03:17,15,374.96,0.617595,147.728,0.215907,0.589411,4.63162,0.967629,1.34432,0.0715786,85.8852,8.95124
A1,182,09:03:17,16,546.56,0.900236,173.634,0.227813,0.5306,4.38957,0.583598,1.34296,0.064815,113.361,15.173
A1,182,09:03:17,17,497.0,0.818606,133.489,0.350488,0.651513,2.85317,0.697277,1.34382,0.0691144,109.92,10.8108
A1,182,09:03:17,18,672.16,1.10711,215.737,0.181482,0.37368,5.5102,0.95999,1.34338,0.066878,143.849,12.5723
A1,182,09:03:17,19,994.64,1.63827,269.171,0.172511,0.596908,5.79672,0.920348,1.34676,0.0837939,266.703,8.54788
A1,182,09:03:17,20,564.72,0.930147,212.467,0.157202,0.510855,6.36123,0.676899,1.34347,0.0673741,121.752,15.3723
A1,182,09:03:17,21,443.52,0.730519,132.931,0.315407,0.63871,3.1705,0.747416,1.34264,0.0631753,89.6625,11.6843
A1,182,09:03:17,22,553.28,0.911305,151.869,0.30145,0.565217,3.3173,0.648187,1.34543,0.0771305,136.559,13.6764
A1,182,09:03:17,23,619.0,1.01955,201.148,0.192252,0.511553,5.20151,0.57243,1.3434,0.067018,132.749,11.7706
A1,182,09:03:17,24,481.84,0.793636,141.65,0.301771,0.474719,3.31377,0.607641,1.34357,0.0678424,104.605,12.3072
A1,182,09:03:17,25,283.04,0.466194,113.772,0.274781,0.601138,3.63926,0.864078,1.34606,0.0803122,72.741,12.2265
A1,182,09:03:17,26,922.52,1.51948,211.813,0.258393,0.639024,3.87007,0.52635,1.34225,0.0612741,180.885,13.5902
A1,182,09:03:17,27,635.44,1.04663,178.172,0.251538,0.539514,3.97554,0.648124,1.34259,0.062943,127.989,12.545
A1,182,09:03:17,28,344.12,0.566798,95.9046,0.470155,0.692673,2.12696,0.177572,1.35002,0.100081,110.207,10.9538
A1,182,09:03:17,29,1070.12,1.76259,257.593,0.202663,0.436627,4.9343,0.808604,1.34137,0.056848,194.669,13.1768
A1,182,09:03:17,30,715.8,1.17899,211.817,0.200483,0.563587,4.98795,0.885489,1.3421,0.0604939,138.565,11.4822
A1,182,09:03:17,31,713.52,1.17524,183.435,0.266472,0.544505,3.75275,0.89308,1.34332,0.0665922,152.048,13.8924
A1,182,09:03:17,32,659.36,1.08603,165.765,0.30154,0.58456,3.31631,0.503336,1.3447,0.0734783,155.036,11.8585
A1,182,09:03:17,33,998.0,1.6438,259.757,0.185868,0.448773,5.38016,0.71429,1.34205,0.060245,192.398,11.6348
A1,182,09:03:17,34,699.04,1.15139,213.556,0.192614,0.441313,5.19172,0.902962,1.34189,0.0594705,133.031,15.1127
A1,182,09:03:17,35,1087.36,1.79098,300.623,0.151196,0.464422,6.61394,0.918638,1.34155,0.0577735,201.026,14.6852
A1,182,09:03:17,36,409.36,0.674255,133.431,0.288935,0.62847,3.46099,0.846523,1.34339,0.066974,87.7328,10.6493
A1,182,09:03:17,37,1811.92,2.9844,359.381,0.176294,0.638315,5.67234,0.727853,1.33994,0.0496886,288.102,14.9603
A1,182,09:03:17,38,793.64,1.3072,216.128,0.213508,0.628915,4.68368,0.865355,1.34192,0.059598,151.358,12.5667
A1,182,09:03:17,39,840.4,1.38422,218.556,0.221091,0.493865,4.52303,0.829904,1.3408,0.0539818,145.172,12.4746
A1,182,09:03:17,40,709.04,1.16786,181.139,0.271554,0.655353,3.68251,0.533677,1.34293,0.0646578,146.704,14.7893
A1,182,09:03:17,41,369.56,0.6087,117.536,0.336163,0.626373,2.97475,0.698354,1.34193,0.0596263,70.5136,14.6968
A1,182,09:03:17,42,439.84,0.724458,166.036,0.200493,0.540716,4.98771,0.638492,1.3433,0.0664933,93.5885,12.9594
A1,182,09:03:17,43,137.32,0.226179,78.4512,0.280379,0.510863,3.56661,0.8825,1.35739,0.13696,60.1836,2.37009
A1,183,09:06:17,1,1017.72,1.67628,339.639,0.110867,0.650483,9.01981,0.962841,1.34137,0.056834,185.092,15.9686
A1,183,09:06:17,2,449.96,0.741127,159.435,0.222442,0.562957,4.49555,0.910609,1.34244,0.0621807,89.5322,13.1112
A1,183,09:06:17,3,832.48,1.37117,201.282,0.258209,0.713302,3.87283,0.49595,1.34183,0.0591341,157.529,14.6964
A1,183,09:06:17,4,643.24,1.05948,242.683,0.137248,0.488933,7.28609,0.884814,1.34189,0.0594707,122.413,15.5134
A1,183,09:06:17,5,1068.64,1.76015,397.572,0.084959,0.382105,11.7704,0.881957,1.34191,0.0595422,203.613,13.5889
A1,183,09:06:17,6,721.16,1.18782,198.113,0.230895,0.48193,4.33098,0.894678,1.3429,0.0644822,148.806,12.0584
A1,183,09:06:17,7,303.2,0.499399,109.736,0.316401,0.623048,3.16055,0.866796,1.3438,0.0690114,66.9576,14.1324
A1,183,09:06:17,8,330.6,0.54453,99.5046,0.419591,0.645199,2.38327,0.551236,1.35781,0.139062,147.116,7.47923
A1,183,09:06:17,9,920.08,1.51546,237.009,0.205828,0.525916,4.85843,0.807501,1.34098,0.0549205,161.7,16.6887
A1,183,09:06:17,10,725.44,1.19487,183.877,0.269624,0.610188,3.70887,0.563103,1.3417,0.058488,135.775,16.9027
A1,183,09:06:17,11,781.32,1.28691,248.858,0.158539,0.424926,6.3076,0.801527,1.34136,0.0568053,142.026,15.0339
A1,183,09:06:17,12,458.6,0.755358,152.489,0.247836,0.645552,4.03492,0.620391,1.34145,0.0572348,83.9932,16.7853
A1,183,09:06:17,13,1117.8,1.84112,244.499,0.234973,0.505563,4.2558,0.801269,1.34219,0.0609608,218.054,16.1248
A1,183,09:06:17,14,779.12,1.28328,264.214,0.14025,0.507557,7.13014,0.847178,1.34248,0.0624131,155.607,15.5514
A1,183,09:06:17,15,295.44,0.486618,125.222,0.236766,0.5563,4.22358,0.943625,1.34471,0.0735723,69.5559,9.15597
A1,183,09:06:17,16,572.96,0.943719,182.222,0.216836,0.467067,4.61178,0.582877,1.34281,0.0640413,117.418,15.8188
A1,183,09:06:17,17,493.84,0.813401,135.966,0.335686,0.632609,2.97897,0.709652,1.34364,0.0681989,107.774,10.4689
A1,183,09:06:17,18,686.92,1.13142,243.602,0.145463,0.34401,6.87459,0.959159,1.34324,0.0661783,145.469,13.3999
A1,183,09:06:17,19,519.68,0.855962,171.501,0.22203,0.491898,4.5039,0.61426,1.34368,0.0684241,113.788,15.1187
A1,183,09:06:17,20,976.84,1.60895,261.579,0.179403,0.570091,5.57405,0.926881,1.34664,0.0831788,260.008,8.71924
A1,183,09:06:17,21,467.36,0.769786,157.844,0.235723,0.595363,4.24226,0.739573,1.34228,0.0613781,91.7942,11.6725
A1,183,09:06:17,22,627.92,1.03424,168.837,0.276807,0.576624,3.61263,0.724784,1.34473,0.0736467,147.982,15.6313
A1,183,09:06:17,23,628.88,1.03582,172.716,0.26492,0.557538,3.77472,0.627226,1.34312,0.0656107,132.036,12.9779
A1,183,09:06:17,24,484.4,0.797853,138.885,0.315577,0.507098,3.1688,0.61593,1.34374,0.0686893,106.474,11.0806
A1,183,09:06:17,25,294.84,0.485629,124.477,0.23912,0.561814,4.18201,0.884676,1.34542,0.0771011,72.7439,12.1902
A1,183,09:06:17,26,971.72,1.60051,226.878,0.237228,0.630332,4.21535,0.499891,1.34211,0.0605476,188.273,14.925
A1,183,09:06:17,27,670.28,1.10401,168.13,0.297973,0.588771,3.35601,0.619079,1.34235,0.0617424,132.431,12.9542
A1,183,09:06:17,28,345.24,0.568643,93.1389,0.500114,0.670317,1.99955,0.0888766,1.35003,0.100147,110.639,10.1747
A1,183,09:06:17,29,1096.84,1.8066,283.111,0.171964,0.395685,5.81515,0.803303,1.34126,0.0563171,197.667,14.0678
A1,183,09:06:17,30,665.88,1.09677,215.046,0.180944,0.392285,5.52658,0.638936,1.34472,0.0736028,156.834,12.7117
A1,183,09:06:17,31,826.56,1.36142,260.818,0.15269,0.475756,6.54922,0.864581,1.34161,0.0580346,153.501,12.8246
A1,183,09:06:17,32,1106.8,1.823,377.219,0.0977442,0.363262,10.2308,0.916333,1.34169,0.0584563,207.038,15.3307
A1,183,09:06:17,33,723.92,1.19236,184.318,0.267772,0.565704,3.73452,0.890833,1.34344,0.0672031,155.679,13.9182
A1,183,09:06:17,34,710.56,1.17036,229.228,0.169932,0.429497,5.88472,0.899916,1.34172,0.0586129,133.273,15.8879
A1,183,09:06:17,35,1048.2,1.72648,284.817,0.162376,0.462169,6.15853,0.688302,1.34187,0.0593574,199.099,11.9828
A1,183,09:06:17,36,405.76,0.668325,155.709,0.210305,0.5928,4.755,0.856932,1.34324,0.0661836,85.935,11.5976
A1,183,09:06:17,37,1803.68,2.97083,365.601,0.169572,0.585991,5.89721,0.746909,1.34004,0.0502056,289.776,15.6321
A1,183,09:06:17,38,692.44,1.14051,202.533,0.212128,0.591162,4.71413,0.838298,1.34239,0.0619514,137.272,12.917
A1,183,09:06:17,39,901.76,1.48528,279.377,0.145184,0.506106,6.88782,0.832736,1.34065,0.0532276,153.595,14.2712
A1,183,09:06:17,40,671.24,1.1056,167.568,0.300406,0.659786,3.32883,0.407352,1.34326,0.0662805,142.368,16.1625
A1,183,09:06:17,41,361.4,0.59526,111.204,0.367247,0.643702,2.72296,0.682537,1.34218,0.0608809,70.4076,14.3195
A1,183,09:06:17,42,437.92,0.721296,137.99,0.289008,0.62768,3.46011,0.604667,1.34331,0.066533,93.2356,14.7082
A1,183,09:06:17,43,150.92,0.24858,114.899,0.143657,0.416262,6.96103,0.809436,1.35494,0.12471,60.2277,2.46023
A1,184,09:09:23,1,908.36,1.49616,271.592,0.154751,0.523442,6.46197,0.948658,1.34172,0.0586035,170.346,14.288
A1,184,09:09:23,2,449.36,0.740139,178.817,0.176598,0.514377,5.66258,0.891896,1.34214,0.0606936,87.2745,13.0704
A1,184,09:09:23,3,772.72,1.27274,174.25,0.319805,0.756501,3.12691,0.243298,1.34193,0.0596701,147.547,14.9785
A1,184,09:09:23,4,534.68,0.880669,195.971,0.174952,0.609197,5.71585,0.898314,1.34236,0.0617912,105.723,16.4536
A1,184,09:09:23,5,729.96,1.20231,198.673,0.232397,0.459233,4.30298,0.905076,1.34271,0.0635499,148.444,13.1062
A1,184,09:09:23,6,311.32,0.512774,117.385,0.283917,0.558642,3.52215,0.859112,1.34361,0.0680441,67.7872,13.3898
A1,184,09:09:23,7,317.16,0.522393,91.6406,0.474583,0.734167,2.10711,0.375356,1.35808,0.140383,142.476,8.49938
A1,184,09:09:23,8,863.24,1.42184,344.183,0.0915722,0.306836,10.9203,0.941181,1.34263,0.0631595,174.47,12.6968
A1,184,09:09:23,9,952.96,1.56962,306.501,0.127474,0.386095,7.84474,0.885188,1.34091,0.0545256,166.274,16.6657
A1,184,09:09:23,10,765.92,1.26154,236.044,0.172746,0.571753,5.78884,0.531011,1.34149,0.0574425,140.788,15.8548
A1,184,09:09:23,11,808.2,1.33118,255.696,0.155339,0.410121,6.43752,0.771973,1.34122,0.0560841,145.047,15.1121
A1,184,09:09:23,12,549.36,0.904848,211.545,0.154263,0.509402,6.48245,0.709902,1.34117,0.0558435,98.1702,15.4248
A1,184,09:09:23,13,1099.88,1.81161,237.228,0.245597,0.550116,4.07172,0.830556,1.34226,0.061297,215.742,15.4942
A1,184,09:09:23,14,735.64,1.21167,259.6,0.137172,0.46806,7.29011,0.819047,1.34227,0.0613525,144.427,15.5118
A1,184,09:09:23,15,324.84,0.535042,114.861,0.309411,0.622728,3.23194,0.947959,1.34466,0.0733131,76.2081,8.44414
A1,184,09:09:23,16,560.64,0.923427,174.234,0.232075,0.524433,4.30895,0.504498,1.34262,0.0631001,113.205,14.8702
A1,184,09:09:23,17,517.8,0.852866,152.073,0.281364,0.654383,3.55412,0.680594,1.34336,0.0668241,110.725,10.9923
A1,184,09:09:23,18,667.68,1.09973,225.241,0.16538,0.34602,6.04669,0.960523,1.34326,0.0663204,141.698,12.9169
A1,184,09:09:23,19,987.96,1.62726,268.2,0.172597,0.582798,5.79386,0.923627,1.34637,0.0818684,258.825,9.08839
A1,184,09:09:23,20,480.44,0.79133,148.823,0.272589,0.623106,3.66853,0.719565,1.3421,0.0605182,93.0411,10.4445
A1,184,09:09:23,21,625.92,1.03095,173.424,0.261522,0.561102,3.82377,0.717966,1.345,0.0749798,150.18,14.1417
A1,184,09:09:23,22,497.48,0.819397,155.121,0.259802,0.546321,3.84909,0.598578,1.3441,0.0705023,112.235,13.3609
A1,184,09:09:23,23,570.72,0.94003,165.764,0.261007,0.56822,3.83132,0.451023,1.34322,0.0661028,120.724,12.8111
A1,184,09:09:23,24,486.52,0.801345,142.573,0.300769,0.47642,3.32481,0.673549,1.34334,0.066675,103.804,12.384
A1,184,09:09:23,25,294.04,0.484312,113.338,0.287652,0.626897,3.47642,0.836181,1.34559,0.0779601,73.3549,11.4925
A1,184,09:09:23,26,940.08,1.5484,220.241,0.243544,0.610093,4.10603,0.490248,1.3423,0.061478,184.942,14.709
A1,184,09:09:23,27,668.4,1.10092,182.648,0.251777,0.565138,3.97177,0.636719,1.34232,0.0616249,131.808,11.9499
A1,184,09:09:23,28,356.6,0.587354,100.753,0.441443,0.635424,2.2653,0.381845,1.34949,0.0974332,111.183,12.8887
A1,184,09:09:23,29,1121.64,1.84745,314.732,0.142293,0.44125,7.02777,0.794234,1.34122,0.0560762,201.271,13.8255
A1,184,09:09:23,30,866.0,1.42638,263.42,0.15683,0.575813,6.37632,0.845019,1.34151,0.0575344,159.439,13.3038
A1,184,09:09:23,31,679.6,1.11937,181.952,0.257957,0.47611,3.87661,0.601967,1.34454,0.0726879,158.076,13.5322
A1,184,09:09:23,32,926.16,1.52547,256.541,0.176841,0.453112,5.65479,0.891572,1.3417,0.0585112,173.41,15.8161
A1,184,09:09:23,33,686.08,1.13004,179.647,0.267144,0.548899,3.7433,0.895614,1.34389,0.0694472,152.468,13.5314
A1,184,09:09:23,34,1015.28,1.67226,246.568,0.209857,0.500453,4.76516,0.681795,1.34208,0.060402,196.24,13.7074
A1,184,09:09:23,35,730.92,1.20389,195.051,0.241427,0.535802,4.14204,0.878835,1.34173,0.0586418,137.16,14.4041
A1,184,09:09:23,36,416.76,0.686443,149.594,0.234029,0.59931,4.27297,0.852038,1.34336,0.0668218,89.1157,11.2339
A1,184,09:09:23,37,1946.4,3.20591,391.503,0.159577,0.572013,6.26656,0.748534,1.34027,0.0513262,319.684,15.3763
A1,184,09:09:23,38,728.64,1.20014,234.47,0.166552,0.552955,6.00414,0.832631,1.34231,0.0615735,143.568,13.6546
A1,184,09:09:23,39,851.32,1.4022,207.541,0.248369,0.477669,4.02627,0.815265,1.34082,0.0541025,147.387,13.5409
A1,184,09:09:23,40,706.72,1.16403,194.729,0.234206,0.587934,4.26975,0.555502,1.34303,0.0651515,147.34,15.9127
A1,184,09:09:23,41,414.72,0.683083,146.825,0.241748,0.582079,4.13654,0.575876,1.34346,0.0673173,89.3371,13.1608
A1,184,09:09:23,42,386.32,0.636306,127.635,0.298002,0.69442,3.35568,0.602838,1.34186,0.0592824,73.2863,15.0435
A1,184,09:09:23,43,136.68,0.225125,86.1495,0.231425,0.462256,4.32106,0.892686,1.35745,0.137265,60.0366,2.16159
A1,185,09:12:17,1,966.32,1.59162,288.511,0.145883,0.489345,6.8548,0.957887,1.34149,0.0574481,177.642,15.4051
A1,185,09:12:17,2,413.6,0.681238,138.011,0.272874,0.64787,3.6647,0.916728,1.34266,0.0632782,83.7499,13.2943
A1,185,09:12:17,3,825.12,1.35905,190.218,0.286564,0.661154,3.48962,0.425688,1.34168,0.0584239,154.261,15.5697
A1,185,09:12:17,4,489.24,0.805825,158.792,0.243822,0.510902,4.10135,0.835223,1.34291,0.0645655,101.082,16.7357
A1,185,09:12:17,5,751.84,1.23835,203.722,0.227646,0.48164,4.39278,0.89353,1.34262,0.0630894,151.786,14.2772
A1,185,09:12:17,6,326.32,0.53748,126.428,0.256549,0.569335,3.8979,0.80297,1.34317,0.0658348,68.7462,14.0929
A1,185,09:12:17,7,325.24,0.535701,99.0431,0.416645,0.678488,2.40013,0.358528,1.35769,0.138442,144.086,8.78078
A1,185,09:12:17,8,687.6,1.13254,218.174,0.181527,0.391661,5.50883,0.871879,1.34316,0.0658169,144.818,14.6636
A1,185,09:12:17,9,882.32,1.45326,217.848,0.233629,0.562704,4.28028,0.814854,1.3412,0.0559756,158.043,17.2622
A1,185,09:12:17,10,754.36,1.2425,218.463,0.198625,0.498388,5.03461,0.577762,1.34156,0.0577859,139.492,16.2024
A1,185,09:12:17,11,745.48,1.22788,246.288,0.15444,0.42558,6.47499,0.732063,1.34166,0.0582765,139.021,15.0947
A1,185,09:12:17,12,502.36,0.827435,154.414,0.264761,0.550978,3.77699,0.629367,1.34135,0.0567664,91.2549,15.9459
A1,185,09:12:17,13,1079.44,1.77794,219.696,0.281038,0.567672,3.55823,0.84067,1.34237,0.0618596,213.676,16.6852
A1,185,09:12:17,14,811.44,1.33652,249.221,0.164171,0.566016,6.09122,0.897089,1.34194,0.0597085,155.04,15.5178
A1,185,09:12:17,15,306.2,0.50434,115.654,0.287671,0.657025,3.47619,0.955351,1.34474,0.0737047,72.2188,9.20171
A1,185,09:12:17,16,559.52,0.921582,166.157,0.254676,0.484433,3.92655,0.639594,1.34277,0.0638354,114.295,14.8104
A1,185,09:12:17,17,513.2,0.845289,171.357,0.219631,0.595691,4.5531,0.721453,1.34327,0.0663352,108.938,11.5608
A1,185,09:12:17,18,652.76,1.07516,214.215,0.178757,0.35196,5.59419,0.961359,1.34346,0.0672755,140.527,12.8903
A1,185,09:12:17,19,475.16,0.782634,163.949,0.222144,0.572537,4.50159,0.727565,1.34198,0.0598815,91.0506,11.6069
A1,185,09:12:17,20,1108.4,1.82564,386.903,0.0930469,0.586679,10.7473,0.954753,1.34592,0.0796145,282.383,9.42831
A1,185,09:12:17,21,565.72,0.931794,220.74,0.145899,0.481447,6.85407,0.6851,1.34349,0.0674693,122.14,13.7466
A1,185,09:12:17,22,625.68,1.03055,175.809,0.254378,0.529609,3.93115,0.682998,1.34495,0.0747556,149.674,13.3969
A1,185,09:12:17,23,581.28,0.957423,187.477,0.207827,0.512593,4.8117,0.501093,1.34286,0.0642971,119.599,12.6611
A1,185,09:12:17,24,462.68,0.762078,129.937,0.344371,0.535509,2.90384,0.587977,1.34359,0.0679364,100.585,11.9102
A1,185,09:12:17,25,294.04,0.484312,142.784,0.181241,0.561574,5.5175,0.894948,1.34495,0.0747604,70.3441,12.1561
A1,185,09:12:17,26,919.4,1.51434,218.303,0.242435,0.604868,4.12481,0.476484,1.34242,0.0620856,182.661,14.2468
A1,185,09:12:17,27,673.08,1.10863,188.455,0.238155,0.573596,4.19894,0.651795,1.34217,0.0608376,131.036,13.316
A1,185,09:12:17,28,367.24,0.604879,108.092,0.394981,0.654104,2.53177,0.349951,1.34893,0.0946629,111.245,11.4075
A1,185,09:12:17,29,1156.08,1.90417,295.715,0.166131,0.448302,6.01934,0.795923,1.34119,0.0559545,207.001,14.3273
A1,185,09:12:17,30,883.36,1.45498,304.014,0.120105,0.545257,8.32607,0.86801,1.34146,0.0572971,161.965,12.4433
A1,185,09:12:17,31,673.76,1.10975,196.829,0.218542,0.466916,4.57577,0.64964,1.34465,0.0732401,157.908,13.9157
A1,185,09:12:17,32,950.96,1.56632,263.344,0.172315,0.437569,5.80331,0.887067,1.34173,0.0586284,178.411,16.5738
A1,185,09:12:17,33,712.4,1.17339,185.765,0.259421,0.545148,3.85474,0.887891,1.34349,0.0674662,153.801,13.6348
A1,185,09:12:17,34,996.04,1.64057,266.93,0.175667,0.47161,5.69257,0.680578,1.34218,0.0609147,194.155,13.0166
A1,185,09:12:17,35,684.8,1.12793,173.444,0.286057,0.508616,3.49581,0.881974,1.34216,0.0607822,133.196,14.266
A1,185,09:12:17,36,427.84,0.704693,151.114,0.23544,0.612179,4.24736,0.84159,1.34345,0.067257,92.0807,11.6696
A1,185,09:12:17,37,1898.72,3.12737,376.506,0.168317,0.56666,5.94117,0.728455,1.34028,0.0513835,312.201,14.5451
A1,185,09:12:17,38,716.24,1.17972,206.907,0.21024,0.610522,4.75646,0.790136,1.34229,0.0614368,140.811,12.6784
A1,185,09:12:17,39,878.88,1.4476,239.029,0.193302,0.505987,5.17325,0.797533,1.34091,0.0545493,153.415,15.1879
A1,185,09:12:17,40,707.2,1.16483,177.092,0.283371,0.66634,3.52894,0.618195,1.34311,0.0655388,148.317,16.0596
A1,185,09:12:17,41,419.92,0.691648,151.799,0.229,0.557929,4.3668,0.591263,1.3435,0.0674826,90.6794,12.7925
A1,185,09:12:17,42,348.8,0.574507,107.5,0.37929,0.670976,2.6365,0.59402,1.34256,0.0627938,70.0879,14.585
A1,185,09:12:17,43,141.4,0.232899,98.8477,0.181855,0.441654,5.49888,0.917672,1.35666,0.133294,60.3127,2.32602
A1,186,09:15:31,1,1360.64,2.2411,356.378,0.134627,0.47974,7.42794,0.957333,1.34063,0.0531511,231.422,16.4106
A1,186,09:15:31,2,541.84,0.892462,208.918,0.156002,0.686221,6.41019,0.940135,1.34149,0.0574507,99.613,13.5899
A1,186,09:15:31,3,844.24,1.39054,180.66,0.325051,0.715846,3.07644,0.337602,1.34162,0.0580966,156.952,15.6749
A1,186,09:15:31,4,695.96,1.14631,218.285,0.183547,0.616177,5.4482,0.741379,1.34171,0.0585749,130.451,16.3471
A1,186,09:15:31,5,778.84,1.28282,214.924,0.211879,0.481312,4.71967,0.8952,1.34221,0.0610505,152.155,14.8251
