"Well","Cycle","Time","Object Index","Area [um^2]","Area [%]","Perimeter [um]","Form factor","Extent","Compactness","Eccentricity","Characteristic RI","Characteristic dry mass density [pg / um^3]","Dry mass [pg]","Granularity"
"A1",308,"15:24:56",9,835.64,1.37638,213.04,0.23137,0.502043,4.32209,0.813675,1.34281,0.064061,171.302,13.0709
"A1",308,"15:24:56",10,696.8,1.1477,232.092,0.162554,0.547386,6.15181,0.800609,1.34242,0.0621232,138.52,13.6439
"A1",308,"15:24:56",11,762.52,1.25594,199.893,0.239809,0.635688,4.16999,0.738718,1.34365,0.0682745,166.594,14.6856
"A1",308,"15:24:56",12,780.12,1.28493,225.297,0.193135,0.525291,5.17773,0.677542,1.34274,0.0637126,159.051,14.711
"A1",308,"15:24:56",13,760.76,1.25304,183.498,0.28392,0.602706,3.52212,0.658108,1.34392,0.0695986,169.433,14.5863
"A1",309,"15:27:56",1,1037.48,1.70883,288.829,0.156281,0.492968,6.39872,0.911858,1.34171,0.058572,194.455,11.7256
"A1",309,"15:27:56",2,443.68,0.730783,120.546,0.383684,0.731711,2.60631,0.775462,1.34295,0.0647523,91.9338,13.074
"A1",309,"15:27:56",3,740.24,1.21925,180.532,0.285413,0.581036,3.5037,0.74539,1.34239,0.0619334,146.706,12.2005
"A1",309,"15:27:56",4,474.4,0.781382,133.132,0.336349,0.557672,2.97311,0.80353,1.3472,0.0860033,130.56,8.07632
"A1",309,"15:27:56",5,576.84,0.95011,184.609,0.212696,0.412583,4.70155,0.930719,1.34755,0.0877404,161.959,5.28433
"A1",309,"15:27:56",6,804.6,1.32525,199.794,0.253294,0.398664,3.94798,0.909962,1.34431,0.0715473,184.214,11.6595
"A1",309,"15:27:56",7,1045.6,1.7222,233.387,0.241225,0.690056,4.1455,0.489456,1.34145,0.0572706,191.623,13.937
"A1",309,"15:27:56",8,1026.76,1.69117,248.667,0.208661,0.582962,4.79247,0.769006,1.34193,0.0596308,195.925,12.1231
"A1",309,"15:27:56",9,823.64,1.35661,220.241,0.213378,0.4894,4.68652,0.819614,1.34303,0.0651474,171.706,12.2615
"A1",309,"15:27:56",10,683.76,1.12622,211.467,0.192144,0.493405,5.20442,0.828599,1.34249,0.0624614,136.667,13.8855
"A1",309,"15:27:56",11,742.2,1.22247,207.9,0.215785,0.611347,4.63425,0.75872,1.34399,0.0699674,166.175,12.6379
"A1",309,"15:27:56",12,752.28,1.23908,228.558,0.180965,0.506218,5.52593,0.620134,1.34294,0.0647067,155.768,14.9317
"A1",309,"15:27:56",13,773.88,1.27465,185.954,0.281238,0.585103,3.5557,0.620751,1.3438,0.0690033,170.881,13.37
"A1",310,"15:30:56",1,980.52,1.61501,295.689,0.140928,0.464895,7.09583,0.91395,1.34188,0.0593968,186.367,13.6535
"A1",310,"15:30:56",2,451.12,0.743037,127.912,0.346483,0.677846,2.88615,0.789626,1.34296,0.0648192,93.572,12.5648
"A1",310,"15:30:56",3,750.28,1.23578,179.415,0.292897,0.596711,3.41417,0.757937,1.34243,0.0621559,149.23,12.4361
"A1",310,"15:30:56",4,472.36,0.778022,137.65,0.313277,0.525218,3.19207,0.795719,1.3473,0.0865133,130.769,8.55211
"A1",310,"15:30:56",5,579.2,0.953997,204.46,0.174109,0.379953,5.74353,0.943249,1.34744,0.0871857,161.593,5.92978
"A1",310,"15:30:56",6,787.28,1.29672,194.461,0.261621,0.362201,3.82232,0.900771,1.34467,0.0733333,184.748,11.9253
"A1",310,"15:30:56",7,1063.84,1.75225,233.657,0.244867,0.679024,4.08385,0.463708,1.34146,0.0572971,195.056,13.0716
"A1",310,"15:30:56",8,1001.8,1.65006,248.599,0.203701,0.544764,4.90916,0.744163,1.34203,0.0601365,192.783,11.2461
"A1",310,"15:30:56",9,835.96,1.37691,223.621,0.210073,0.4489,4.76026,0.811196,1.34283,0.064141,171.582,12.8508
"A1",310,"15:30:56",10,702.88,1.15771,220.455,0.181739,0.566839,5.50238,0.768412,1.34234,0.0616882,138.75,14.5237
"A1",310,"15:30:56",11,736.04,1.21233,200.479,0.23013,0.607294,4.34537,0.744956,1.34384,0.0692102,163.013,12.7807
"A1",310,"15:30:56",12,762.76,1.25634,225.734,0.188107,0.532579,5.31612,0.641379,1.34278,0.0639071,155.986,13.2742
"A1",310,"15:30:56",13,781.84,1.28776,202.176,0.240363,0.56578,4.16037,0.665082,1.3439,0.0695121,173.911,13.18
"A1",311,"15:33:56",1,950.16,1.565,249.245,0.192201,0.483591,5.2029,0.90475,1.34212,0.0606243,184.329,11.9899
"A1",311,"15:33:56",2,449.52,0.740402,111.745,0.452381,0.780417,2.21053,0.749096,1.34315,0.0657312,94.552,11.9938
"A1",311,"15:33:56",3,806.76,1.32881,212.509,0.224492,0.573146,4.4545,0.75094,1.34212,0.0605992,156.445,12.8161
"A1",311,"15:33:56",4,520.28,0.85695,152.426,0.281405,0.511281,3.5536,0.842177,1.34666,0.0832834,138.658,7.98186
"A1",311,"15:33:56",5,589.72,0.971325,189.238,0.206938,0.393966,4.83236,0.942075,1.34762,0.0880927,166.24,5.17697
"A1",311,"15:33:56",6,782.8,1.28935,190.653,0.270628,0.353204,3.6951,0.904177,1.34479,0.0739361,185.207,11.4131
"A1",311,"15:33:56",7,1015.6,1.67279,221.38,0.26041,0.721307,3.84011,0.497835,1.34163,0.0581671,189.038,12.7807
"A1",311,"15:33:56",8,987.16,1.62595,239.97,0.215418,0.562831,4.64214,0.757215,1.34208,0.0603837,190.747,11.9747
"A1",311,"15:33:56",9,837.96,1.3802,231.078,0.197204,0.447055,5.07089,0.805396,1.34297,0.0648447,173.879,13.1113
"A1",311,"15:33:56",10,725.88,1.19559,205.226,0.216576,0.5982,4.61731,0.7663,1.34226,0.0613006,142.39,14.4636
"A1",311,"15:33:56",11,737.92,1.21542,218.274,0.194632,0.64798,5.13791,0.731157,1.34393,0.0696711,164.517,13.7536
"A1",311,"15:33:56",12,747.48,1.23117,196.942,0.242178,0.553279,4.1292,0.56185,1.34285,0.0642677,153.724,13.9332
"A1",311,"15:33:56",13,752.96,1.2402,197.949,0.241477,0.585251,4.14118,0.641815,1.34415,0.0707356,170.435,13.0116
"A1",312,"15:36:56",1,999.8,1.64677,258.43,0.18812,0.533967,5.31575,0.90912,1.34184,0.0592215,189.471,13.6899
"A1",312,"15:36:56",2,461.44,0.760035,129.816,0.344088,0.704403,2.90623,0.771012,1.34305,0.0652727,96.3822,13.3242
"A1",312,"15:36:56",3,845.72,1.39298,237.105,0.18904,0.488969,5.28988,0.764447,1.34201,0.0600691,162.565,12.5585
"A1",312,"15:36:56",4,517.8,0.852866,139.67,0.333551,0.550102,2.99804,0.81186,1.3468,0.0839834,139.157,8.11661
"A1",312,"15:36:56",5,569.56,0.938119,170.104,0.247355,0.392367,4.04277,0.942294,1.34789,0.089469,163.065,5.72259
"A1",312,"15:36:56",6,792.32,1.30503,210.732,0.224206,0.35567,4.46018,0.907848,1.34447,0.0723393,183.411,11.7227
"A1",312,"15:36:56",7,1013.28,1.66897,229.747,0.241235,0.684649,4.14533,0.45292,1.34153,0.0576528,186.939,12.8259
"A1",312,"15:36:56",8,976.92,1.60908,213.574,0.269137,0.589856,3.71559,0.751699,1.34204,0.0601872,188.154,10.9571
"A1",312,"15:36:56",9,870.36,1.43357,231.154,0.204695,0.518071,4.88532,0.810193,1.34284,0.0642011,178.81,12.5863
"A1",312,"15:36:56",10,727.68,1.19856,241.885,0.15629,0.560651,6.39835,0.798475,1.3423,0.0615083,143.227,14.79
"A1",312,"15:36:56",11,741.64,1.22155,195.561,0.243691,0.657996,4.10355,0.755835,1.34386,0.0692802,164.419,13.6894
"A1",312,"15:36:56",12,729.32,1.20126,213.827,0.200448,0.521241,4.98881,0.522815,1.34318,0.0659099,153.822,14.6944
"A1",312,"15:36:56",13,803.72,1.3238,231.865,0.187864,0.571538,5.32299,0.491109,1.34381,0.0690383,177.56,14.0571
"A1",313,"15:39:56",1,1017.72,1.67628,269.807,0.175684,0.532994,5.69204,0.92135,1.34185,0.0592482,192.954,12.2454
"A1",313,"15:39:56",2,441.28,0.72683,124.284,0.358997,0.733121,2.78554,0.761491,1.34318,0.0659246,93.0918,11.8532
"A1",313,"15:39:56",3,858.32,1.41373,238.459,0.189684,0.550149,5.27192,0.77426,1.34193,0.059643,163.817,13.3609
"A1",313,"15:39:56",4,475.64,0.783424,118.46,0.425938,0.602442,2.34776,0.810071,1.34774,0.0887117,135.024,6.83195
"A1",313,"15:39:56",5,554.64,0.913545,159.44,0.274175,0.422075,3.64731,0.936504,1.34818,0.0909104,161.352,5.18871
"A1",313,"15:39:56",6,819.12,1.34917,209.354,0.234853,0.363756,4.25798,0.911604,1.34447,0.0723345,189.602,12.1482
"A1",313,"15:39:56",7,1007.16,1.65889,221.297,0.258439,0.671172,3.86939,0.491769,1.3416,0.0579792,186.862,12.9464
"A1",313,"15:39:56",8,1034.52,1.70395,280.251,0.165521,0.542679,6.04151,0.779086,1.34195,0.0597434,197.779,11.9685
"A1",313,"15:39:56",9,834.12,1.37387,206.889,0.244887,0.479909,4.08352,0.837967,1.34286,0.0642782,171.57,12.7092
"A1",313,"15:39:56",10,706.2,1.16318,191.603,0.241731,0.563877,4.13684,0.823123,1.34233,0.0616729,139.371,12.073
"A1",313,"15:39:56",11,754.88,1.24336,194.181,0.25158,0.655278,3.97488,0.7606,1.34387,0.0693632,167.555,12.7684
"A1",313,"15:39:56",12,663.2,1.09235,205.46,0.197424,0.528463,5.06525,0.501882,1.34376,0.0687762,145.96,12.869
"A1",313,"15:39:56",13,746.16,1.229,183.52,0.278402,0.563225,3.59192,0.611223,1.34426,0.0712948,170.231,11.946
"A1",314,"15:42:56",1,1003.88,1.65349,346.695,0.104953,0.455101,9.52803,0.906799,1.34187,0.0593695,190.72,13.3397
"A1",314,"15:42:56",2,447.28,0.736713,123.58,0.368036,0.708708,2.71712,0.784564,1.34316,0.0657988,94.1776,12.4204
"A1",314,"15:42:56",3,845.32,1.39232,229.629,0.201454,0.555824,4.96391,0.735983,1.34209,0.0604622,163.552,13.367
"A1",314,"15:42:56",4,470.76,0.775386,138.636,0.307791,0.549132,3.24895,0.817193,1.34775,0.0887254,133.659,7.02111
"A1",314,"15:42:56",5,549.76,0.905507,168.967,0.241981,0.427762,4.13255,0.932039,1.34818,0.0908756,159.871,5.57826
"A1",314,"15:42:56",6,827.08,1.36228,207.705,0.240914,0.375393,4.15085,0.91904,1.34445,0.0722634,191.256,11.5569
"A1",314,"15:42:56",7,1045,1.72121,220.166,0.270912,0.703249,3.69124,0.436884,1.34147,0.0573729,191.855,12.7446
"A1",314,"15:42:56",8,974.6,1.60526,224.947,0.242035,0.594254,4.13164,0.717243,1.34207,0.0603688,188.273,11.6702
"A1",314,"15:42:56",9,847.4,1.39575,235.008,0.192811,0.471742,5.18642,0.823393,1.34277,0.0638739,173.206,12.9733
"A1",314,"15:42:56",10,696,1.14638,183.629,0.259379,0.584677,3.85536,0.785368,1.34246,0.0623207,138.801,14.0357
"A1",314,"15:42:56",11,737.16,1.21417,199.106,0.233669,0.63356,4.27955,0.754887,1.34412,0.0706158,166.577,13.587
"A1",314,"15:42:56",12,703.8,1.15923,227.429,0.170988,0.51037,5.84836,0.566256,1.34349,0.067463,151.937,13.7296
"A1",314,"15:42:56",13,735.4,1.21127,209.889,0.209776,0.53718,4.76699,0.593506,1.34447,0.0723498,170.259,12.1498
"A1",315,"15:45:56",1,991.52,1.63313,292.092,0.14604,0.493942,6.84745,0.914705,1.34192,0.0595755,189.025,13.2488
"A1",315,"15:45:56",2,468.68,0.77196,143.253,0.287,0.680193,3.48433,0.7928,1.34276,0.0637858,95.6644,12.9309
"A1",315,"15:45:56",3,772.4,1.27222,198.894,0.245362,0.562646,4.07562,0.786741,1.34229,0.0614685,151.93,13.3331
"A1",315,"15:45:56",4,481.8,0.79357,157.184,0.245052,0.439807,4.08076,0.811311,1.34767,0.0883358,136.193,7.47973
"A1",315,"15:45:56",5,570.44,0.939569,166.78,0.257712,0.395052,3.8803,0.939478,1.34811,0.0905702,165.328,5.27819
"A1",315,"15:45:56",6,800.84,1.31906,204.401,0.240874,0.33685,4.15155,0.90542,1.34472,0.073598,188.609,12.1543
"A1",315,"15:45:56",7,978.56,1.61178,242.678,0.208803,0.519781,4.78921,0.668214,1.34215,0.0607484,190.227,11.527
"A1",315,"15:45:56",8,1017.76,1.67635,215.758,0.274739,0.690681,3.63982,0.492267,1.34164,0.0582006,189.55,12.3283
"A1",315,"15:45:56",9,844.64,1.3912,218.979,0.221349,0.50133,4.51774,0.825802,1.34286,0.0642983,173.789,12.8967
"A1",315,"15:45:56",10,752.56,1.23954,217.737,0.199474,0.512364,5.01319,0.813896,1.34218,0.0609196,146.706,13.9958
"A1",315,"15:45:56",11,730.36,1.20297,188.864,0.257306,0.691367,3.88642,0.762007,1.34423,0.0711728,166.342,13.4109
"A1",315,"15:45:56",12,657.6,1.08313,213.294,0.18164,0.50122,5.50538,0.496801,1.34398,0.069899,147.09,14.7053
"A1",315,"15:45:56",13,736.48,1.21305,198.556,0.23475,0.558922,4.25986,0.578543,1.34439,0.0719473,169.561,12.4506
"A1",316,"15:48:56",1,987.76,1.62693,262.509,0.180125,0.529176,5.5517,0.915234,1.3418,0.0590219,186.558,13.8329
"A1",316,"15:48:56",2,448.24,0.738294,123.982,0.366443,0.689134,2.72894,0.793045,1.34294,0.0646925,92.7929,12.6278
"A1",316,"15:48:56",3,830.96,1.36867,208.496,0.240213,0.588832,4.16298,0.75523,1.3422,0.0609923,162.183,11.5851
"A1",316,"15:48:56",4,481.08,0.792384,152.24,0.260838,0.427961,3.8338,0.796813,1.34758,0.0879088,135.332,7.50125
"A1",316,"15:48:56",5,601.92,0.991419,206.731,0.176985,0.387995,5.65019,0.933989,1.3474,0.0870007,167.576,5.62953
"A1",316,"15:48:56",6,831.36,1.36933,228.852,0.199475,0.364286,5.01315,0.912142,1.34439,0.0719738,191.476,12.539
"A1",316,"15:48:56",7,1020.4,1.6807,214.192,0.279496,0.746561,3.57787,0.555507,1.34172,0.0586206,191.413,12.1212
"A1",316,"15:48:56",8,996.6,1.64149,249.475,0.201223,0.575059,4.9696,0.720014,1.34208,0.0603812,192.563,11.2313
"A1",316,"15:48:56",9,863.64,1.4225,227.27,0.210116,0.495013,4.75927,0.834837,1.34267,0.0633711,175.136,13.1965
"A1",316,"15:48:56",10,729.68,1.20185,217.956,0.193021,0.532271,5.18078,0.809687,1.34221,0.0610526,142.556,13.4773
"A1",316,"15:48:56",11,751.84,1.23835,209.983,0.214272,0.667045,4.66696,0.739661,1.344,0.0699892,168.386,13.8589
"A1",316,"15:48:56",12,637.36,1.04979,190.712,0.220211,0.537875,4.54111,0.479274,1.34403,0.070166,143.107,13.1961
"A1",316,"15:48:56",13,791.32,1.30338,200.806,0.24661,0.647689,4.05499,0.525173,1.34398,0.0699153,177.041,12.4884
"A1",317,"15:51:56",1,943.64,1.55426,271.063,0.16139,0.524338,6.19616,0.909483,1.34207,0.0603462,182.224,14.2317
"A1",317,"15:51:56",2,407.48,0.671158,109.489,0.427144,0.70086,2.34113,0.765882,1.34365,0.0682657,89.0141,11.8365
"A1",317,"15:51:56",3,778.64,1.28249,264.234,0.140142,0.487247,7.13562,0.824846,1.34272,0.0635801,158.419,12.1805
"A1",317,"15:51:56",4,475.48,0.783161,159.377,0.235229,0.43606,4.25118,0.803174,1.34775,0.0887334,135.011,7.62805
"A1",317,"15:51:56",5,616.12,1.01481,171.428,0.263458,0.401214,3.79567,0.942762,1.34735,0.0867294,170.994,5.84932
"A1",317,"15:51:56",6,838.12,1.38046,211.629,0.23516,0.386815,4.25242,0.909712,1.34436,0.0717868,192.531,12.0492
"A1",317,"15:51:56",7,1004.92,1.6552,217.296,0.267448,0.688981,3.73905,0.569319,1.34173,0.0586403,188.572,12.0845
"A1",317,"15:51:56",8,1006.76,1.65823,237.672,0.223965,0.601697,4.46499,0.735511,1.34204,0.0602176,193.999,11.6294
"A1",317,"15:51:56",9,846.64,1.3945,221.807,0.216251,0.517835,4.62425,0.819557,1.3427,0.0635185,172.087,11.7002
"A1",317,"15:51:56",10,734.24,1.20936,221.889,0.187404,0.508871,5.33607,0.830401,1.34215,0.0607282,142.685,12.9076
"A1",317,"15:51:56",11,743.84,1.22517,194.576,0.246894,0.67504,4.05032,0.755863,1.34403,0.0701573,166.995,13.7406
"A1",317,"15:51:56",12,636.6,1.04854,190.152,0.221245,0.489843,4.51988,0.495836,1.34384,0.0692037,140.976,14.1425
"A1",317,"15:51:56",13,752.32,1.23914,177.642,0.299585,0.661322,3.33795,0.603645,1.34411,0.07055,169.844,11.5152
"A1",318,"15:54:56",1,945.84,1.55789,253.052,0.185613,0.505062,5.38755,0.91635,1.34198,0.0598847,181.252,13.1581
"A1",318,"15:54:56",2,415.48,0.684335,132.886,0.295667,0.65327,3.38218,0.795837,1.34361,0.0680472,90.4712,12.5612
"A1",318,"15:54:56",3,754.88,1.24336,203.266,0.229593,0.541024,4.35554,0.834517,1.34282,0.0641085,154.862,12.8749
"A1",318,"15:54:56",4,475.44,0.783095,146.279,0.279218,0.450688,3.58144,0.802025,1.34785,0.0892626,135.805,6.66306
"A1",318,"15:54:56",5,602.6,0.992539,167.565,0.269694,0.402958,3.70791,0.94166,1.34757,0.0878255,169.356,5.16708
"A1",318,"15:54:56",6,821.32,1.35279,217.181,0.218816,0.342765,4.57005,0.894912,1.34434,0.0717212,188.499,12.4933
"A1",318,"15:54:56",7,995.56,1.63978,205.364,0.296638,0.700073,3.37111,0.585709,1.3418,0.058984,187.911,12.7119
"A1",318,"15:54:56",8,1013,1.66851,254.13,0.197109,0.50374,5.07333,0.728686,1.34191,0.0595421,193.012,11.9893
"A1",318,"15:54:56",9,840.56,1.38448,200.416,0.262974,0.517816,3.80266,0.829766,1.3428,0.0640048,172.16,12.0016
"A1",318,"15:54:56",10,739.68,1.21832,229.824,0.175981,0.510998,5.68245,0.796281,1.34213,0.0606534,143.565,14.1125
"A1",318,"15:54:56",11,727.44,1.19816,196.278,0.237282,0.673057,4.2144,0.764568,1.3443,0.0714764,166.383,12.1423
"A1",318,"15:54:56",12,627.28,1.03319,189.948,0.218476,0.523257,4.57716,0.489869,1.34407,0.070339,141.191,12.5215
"A1",318,"15:54:56",13,789.16,1.29982,189.292,0.276764,0.652414,3.61318,0.506668,1.34378,0.0689003,173.995,12.4734
"A1",319,"15:57:56",1,873.44,1.43864,233.251,0.201743,0.487095,4.95681,0.910293,1.34218,0.0608802,170.161,13.9183
"A1",319,"15:57:56",2,382,0.62919,115.338,0.360853,0.652011,2.77121,0.785565,1.34396,0.0698014,85.3253,11.0599
"A1",319,"15:57:56",3,773.64,1.27426,188.658,0.273149,0.544449,3.661,0.828152,1.34285,0.0642424,159.042,10.6865
"A1",319,"15:57:56",4,491.64,0.809778,164.331,0.22878,0.459442,4.37101,0.792139,1.34753,0.0876346,137.871,6.81984
"A1",319,"15:57:56",5,578.16,0.952284,171.898,0.245876,0.400932,4.06708,0.930375,1.34783,0.089136,164.912,5.43152
"A1",319,"15:57:56",6,846.2,1.39377,229.805,0.201356,0.335836,4.96632,0.904757,1.34442,0.0720846,195.194,12.0881
"A1",319,"15:57:56",7,1003.4,1.65269,228.76,0.240949,0.642628,4.15026,0.566966,1.34181,0.0590374,189.562,13.4011
"A1",319,"15:57:56",8,1008.08,1.6604,220,0.261734,0.566834,3.82067,0.728863,1.34201,0.0600638,193.757,12.0161
"A1",319,"15:57:56",9,843.84,1.38988,212.068,0.235786,0.49016,4.24114,0.831991,1.34287,0.0643416,173.741,11.8508
"A1",319,"15:57:56",10,695.88,1.14618,219.634,0.181278,0.518787,5.5164,0.800606,1.34249,0.0624541,139.074,12.7454
"A1",319,"15:57:56",11,734.36,1.20956,190.906,0.253209,0.65603,3.94931,0.754527,1.34427,0.0713397,167.645,13.4398
"A1",319,"15:57:56",12,616.36,1.0152,192.045,0.21001,0.494941,4.76168,0.453341,1.34432,0.0715794,141.18,12.5583
"A1",319,"15:57:56",13,770.52,1.26912,204.447,0.23165,0.637594,4.31686,0.574782,1.34399,0.0699662,172.513,12.0102
"A1",320,"16:00:56",1,908.76,1.49681,252.97,0.178452,0.47353,5.60376,0.924526,1.34192,0.0595976,173.312,14.1706
"A1",320,"16:00:56",2,369.88,0.609227,121.766,0.313486,0.726508,3.18994,0.799808,1.34402,0.0701248,83.0009,12.9835
"A1",320,"16:00:56",3,712.44,1.17346,208.287,0.206363,0.489932,4.84582,0.853131,1.34346,0.0672809,153.388,11.865
"A1",320,"16:00:56",4,492.04,0.810437,153.936,0.260935,0.431311,3.83238,0.800021,1.3474,0.0869892,136.967,7.06828
"A1",320,"16:00:56",5,615.88,1.01441,164.137,0.287272,0.394734,3.48102,0.942783,1.34728,0.0863934,170.266,5.55921
"A1",320,"16:00:56",6,851,1.40168,225.322,0.210636,0.337714,4.74752,0.904445,1.34432,0.0716031,194.99,12.4893
"A1",320,"16:00:56",7,985.12,1.62259,214.62,0.268756,0.690692,3.72084,0.586443,1.3418,0.058986,185.947,12.4756
"A1",320,"16:00:56",8,991.96,1.63385,227.67,0.240488,0.587487,4.15821,0.715742,1.34199,0.0599659,190.348,11.1557
"A1",320,"16:00:56",9,842.84,1.38824,190.479,0.291918,0.528095,3.42562,0.821508,1.34283,0.0641457,173.007,11.7995
"A1",320,"16:00:56",10,685.92,1.12978,204.907,0.20529,0.531276,4.87116,0.822847,1.34252,0.0625958,137.394,13.5101
"A1",320,"16:00:56",11,730.16,1.20264,211.232,0.205641,0.644699,4.86284,0.746525,1.34431,0.0715345,167.141,13.239
"A1",320,"16:00:56",12,608.64,1.00249,183.337,0.227547,0.528333,4.3947,0.454114,1.34426,0.0712758,138.82,12.3814
"A1",320,"16:00:56",13,733.68,1.20844,162.523,0.349051,0.672903,2.86491,0.623862,1.34406,0.0702928,165.032,12.1158
"A1",321,"16:03:56",1,974.4,1.60493,287.453,0.148188,0.501503,6.74819,0.920567,1.34182,0.0591117,184.315,13.1762
"A1",321,"16:03:56",2,370.4,0.610084,117.455,0.337395,0.657017,2.96388,0.829384,1.34392,0.069582,82.4741,12.4284
"A1",321,"16:03:56",3,685.08,1.12839,186.939,0.246348,0.466422,4.05929,0.836335,1.34337,0.0668574,146.569,11.1797
"A1",321,"16:03:56",4,482.32,0.794427,138.403,0.316413,0.521924,3.16043,0.811101,1.34794,0.0896845,138.421,7.21001
"A1",321,"16:03:56",5,616.72,1.0158,198.839,0.196018,0.388265,5.10158,0.937622,1.34723,0.0861489,170.015,5.45852
"A1",321,"16:03:56",6,847.2,1.39542,219.56,0.220847,0.376533,4.52803,0.907047,1.34452,0.072619,196.873,12.8121
"A1",321,"16:03:56",7,1027.16,1.69183,224.674,0.255706,0.674202,3.91074,0.540657,1.34163,0.0581736,191.212,12.9294
"A1",321,"16:03:56",8,1009.68,1.66304,232.292,0.235139,0.596992,4.25281,0.720811,1.34198,0.0599082,193.562,11.2685
"A1",321,"16:03:56",9,859.44,1.41558,206.79,0.25256,0.499674,3.95945,0.822977,1.34282,0.0640919,176.266,11.8707
"A1",321,"16:03:56",10,729.76,1.20198,213.614,0.20097,0.546686,4.97588,0.800126,1.34226,0.0612891,143.124,13.6018
"A1",321,"16:03:56",11,728.92,1.2006,202.21,0.224018,0.682126,4.46393,0.74125,1.34446,0.0722803,168.597,12.9374
"A1",321,"16:03:56",12,622.72,1.02568,163.68,0.292086,0.573534,3.42364,0.43079,1.34413,0.0706442,140.773,12.8884
"A1",321,"16:03:56",13,759.68,1.25126,173.415,0.317444,0.637636,3.15016,0.615904,1.34378,0.0689085,167.515,12.3869
"A1",322,"16:06:56",1,1000.92,1.64861,293.154,0.146359,0.510153,6.83253,0.92461,1.34165,0.0582485,186.567,12.1219
"A1",322,"16:06:56",2,391.76,0.645266,129.795,0.292225,0.654679,3.42202,0.846685,1.34362,0.0681184,85.3954,12.1023
"A1",322,"16:06:56",3,708.12,1.16634,187.505,0.253099,0.52337,3.95102,0.855231,1.34327,0.0663581,150.366,11.5882
"A1",322,"16:06:56",4,496.88,0.818408,156.418,0.255203,0.446433,3.91845,0.771729,1.3476,0.0880193,139.952,6.75091
"A1",322,"16:06:56",5,593.08,0.976859,185.651,0.216237,0.392,4.62455,0.939849,1.34732,0.0865938,164.343,5.30226
"A1",322,"16:06:56",6,852.48,1.40412,217.018,0.227459,0.380246,4.39639,0.897986,1.34447,0.0723668,197.412,12.5848
"A1",322,"16:06:56",7,1016.04,1.67351,216.26,0.273003,0.65273,3.66296,0.532391,1.34174,0.0587171,190.909,13.0754
"A1",322,"16:06:56",8,1003.64,1.65309,219.602,0.261526,0.572959,3.82372,0.725204,1.34208,0.0603924,193.959,12.2394
"A1",322,"16:06:56",9,861.6,1.41914,209.276,0.247217,0.51315,4.04503,0.831838,1.34282,0.0641099,176.759,12.8283
"A1",322,"16:06:56",10,713.36,1.17497,195.969,0.233423,0.513297,4.28406,0.781193,1.3424,0.061995,141.519,15.0603
"A1",322,"16:06:56",11,696.16,1.14664,190.466,0.241148,0.688722,4.14683,0.754513,1.34485,0.0742551,165.419,11.7458
"A1",322,"16:06:56",12,659.8,1.08675,224.25,0.164877,0.524483,6.06514,0.519727,1.34378,0.0689172,145.509,13.0971
"A1",322,"16:06:56",13,743.2,1.22412,183.132,0.278475,0.59061,3.59099,0.60669,1.34415,0.0707352,168.225,13.0771
"A1",323,"16:09:56",1,954.88,1.57278,249.5,0.19276,0.50382,5.1878,0.929443,1.34186,0.0592846,181.151,12.9299
"A1",323,"16:09:56",2,380.4,0.626555,114.165,0.366763,0.727509,2.72656,0.817368,1.34369,0.0684559,83.3301,13.043
"A1",323,"16:09:56",3,817,1.34568,276.412,0.134375,0.521552,7.44187,0.805685,1.34287,0.0643709,168.291,12.4403
"A1",323,"16:09:56",4,493.6,0.813006,132.312,0.354313,0.531301,2.82236,0.808761,1.34792,0.0895814,141.496,6.95874
"A1",323,"16:09:56",5,592.12,0.975278,186.125,0.214788,0.387513,4.65576,0.938476,1.3477,0.088524,167.734,5.81755
"A1",323,"16:09:56",6,904.44,1.4897,267.644,0.158663,0.375031,6.30268,0.862904,1.3441,0.0704931,204.022,12.3223
"A1",323,"16:09:56",7,1043.16,1.71818,224.634,0.259782,0.710696,3.84938,0.541501,1.3416,0.0579905,193.579,13.6582
"A1",323,"16:09:56",8,1034.92,1.70461,243.092,0.220077,0.593309,4.54387,0.723696,1.34195,0.0597448,197.86,11.7774
"A1",323,"16:09:56",9,879.04,1.44786,222.214,0.223705,0.491501,4.47017,0.829185,1.34293,0.0646615,181.888,12.9317
"A1",323,"16:09:56",10,711.76,1.17234,205.192,0.212434,0.524155,4.70734,0.760124,1.34237,0.0618448,140.86,14.4646
"A1",323,"16:09:56",11,713.28,1.17484,219.556,0.185943,0.649476,5.378,0.741312,1.3447,0.0735224,167.814,13.322
"A1",323,"16:09:56",12,632.52,1.04182,166.536,0.286596,0.61702,3.48924,0.456677,1.3438,0.0689965,139.653,13.2231
"A1",323,"16:09:56",13,754,1.24191,212.164,0.210492,0.595013,4.75076,0.640443,1.34413,0.0706666,170.504,12.7561
"A1",324,"16:12:56",1,944.6,1.55585,266.238,0.167463,0.480605,5.97147,0.929891,1.34193,0.0596252,180.23,13.9486
"A1",324,"16:12:56",2,393.84,0.648692,124.692,0.318314,0.675309,3.14155,0.822685,1.34357,0.0678306,85.4861,13.0117
"A1",324,"16:12:56",3,761.44,1.25416,272.733,0.128639,0.557342,7.77372,0.804888,1.34319,0.0659669,160.736,11.5321
"A1",324,"16:12:56",4,490.2,0.807406,146.86,0.285612,0.453586,3.50125,0.781384,1.34803,0.0901268,141.376,6.75931
